test,instruction_type,instruction,name,ade1s,ade2s,ade3s,ade
120,s,Keep going straight and slow down for the bump,120,1.3782801542403988,2.602070803459464,3.3971699602808885,2.459173639326917
120,d,"slow down at gate, once it opens continue straight",120,1.4188165265887094,2.681564592031524,3.532108331254688,2.544163149958307
121,,continue driving in the rightmost lane,121,1.105400735328684,4.66696715322802,4.486865287150856,3.4197443919025203
121,s,continue straight stay on the right lane ,121,1.3480467203382864,4.565291724166473,4.363403128219326,3.425580524241361
122,,"Stop at the intersection, turn right",122,3.110479728608877,3.0529653140571926,5.010927677285681,3.724790906650583
122,s,Keep going straight and wait for the other vehicles to pass before turning right,122,3.0846088798281084,2.8884170280214114,4.736150654679531,3.569725520843017
122,d,"stop for incoming traffic, turn right",122,3.053719193682838,3.056800813679907,4.7547242721077625,3.6217480931568353
122,,Make a right turn.,76,1.3316144266190886,2.650634251257325,3.164989305563418,2.3824126611466103
122,,turn right when no vehicles are approaching,108,1.362731322062967,2.237839262452091,3.457043890114244,2.3525381582097675
123,s,"Immediately after passing the parked truck on the left side of the road, switch to the left lane and make the turn.",123,1.7413192961510155,4.496409161736397,5.614994757265231,3.950907738384215
123,s,Merge to left lane and continue on that lane,123,1.7953582521920364,4.4302314878788565,5.579862092738522,3.9351506109364713
123,,switch to left lane,123,1.9662880746897824,4.69712545648933,5.915901717805815,4.193105082994975
123,sd,merge into the left only lane after passing the parked truck and take the left turn ,123,1.866208157596369,4.489662652813825,5.691342794979214,4.015737868463137
123,s,"slide into the left-most lane and cexit from the main road, then continue to drive straight",123,1.750409870138541,4.506717411885793,5.648187355969353,3.9684382126645614
124,,go straight,44,2.8623020140996327,4.850816414687017,6.467439442197707,4.726852623661452
125,,"switch to left lane, stop at intersection",125,1.9694507230966063,2.8899386048374205,3.0344768139275526,2.63128871395386
125,s,Stop at the next left turn,125,1.992742748823607,2.9056497869670976,3.049135230324187,2.6491759220382973
125,,"Before reaching the intersection, switch to the left lane.",125,1.841056473046692,2.93667091531582,2.989502655489089,2.589076681283867
125,ds,slide into the left lane and stop at the intersection to let the pedestrians pass.,125,1.992752645006296,2.8709840898230263,2.9916077614506187,2.618448165426647
125,,turn left at the end of the road,125,1.993852367357574,2.942524045292143,3.0625609280113983,2.6663124468870385
126,d,Take the same right turn as the vehicle in front.,126,,,,
126,d,"slow down, then turn right once near the broken line section in the middle of the road",126,2.735191572973373,5.48846115680521,7.466103058950162,5.229918596242915
126,d,Take a left after the white vehicle has passed by.,126,2.0346542986951155,4.751330346189183,6.179590436610782,4.321858360498361
126,,"turn left, turn right",126,2.469572033999074,4.8951251976934085,6.55355851070258,4.6394185807983535
126,d,turn left once the the car in front of you has passed,126,1.995992982231113,4.624687262212289,6.038077385053428,4.219585876498943
126,s,Take a left turn and keep going straight and take the next right,126,1.972582511390075,4.593706682204569,5.997113486988791,4.187800893527812
126,sd,turn left when no vehicles are approaching and follow the white car ahead turn right ,126,1.9990817505551608,4.728738686424705,6.163355662828096,4.297058699935987
127,sd,Wait for the bar to raise and the go slowly straight.,127,1.3813023859350555,3.941026336165088,4.764176521649312,3.3621684145831523
127,s,go straight drive around any parked vehicles or pedestrians,127,1.432934696739122,3.9815143073986143,4.829394774750012,3.414614592962583
127,d,"slow down for oncoming pedestrians and traffic, continue straight once clear. ",127,1.3795502775917885,3.91237733996335,4.74504109221992,3.345656236591686
127,ds,"Once the gate opens, slowly proceed and continue straight while avoiding the obstacles around.",127,1.6119009625810832,3.95749565327505,4.7451020715632,3.438166229139778
127,s,"wait for the gate to open, then proceed slowly",127,1.4323080413349627,3.975603487952994,4.819797961220663,3.4092364968362063
128,s,slow down at the zebra Crossing,128,2.017629686682756,3.714409367575223,4.396079959408537,3.376039671222172
129,,turn right,56,2.251230024150528,3.992143915668599,5.343438918285308,3.862270952701478
129,s,Take a right turn and keep going straight,129,1.5582823493129712,2.812768826294391,4.044543123043798,2.805198099550387
129,s,"continue driving on the road, then stop at the zebra crossing and go straight.",129,1.5196257557421868,2.285840782258937,3.014020750465108,2.273162429488744
130,d,"wait for the pedestrians to cross, then continue to go straight.",130,2.067693553178548,3.87000059781491,5.550060863795251,3.829251671596236
130,d,wait for pedestrians to cross the crosswalk and continue straight,130,1.7238799396776716,3.5086912401441737,4.877102941700136,3.3698913738406606
130,d,Wait for the individuals to cross the street and then proceed forward.,130,1.8996357078278767,3.69777164420532,5.241247847467715,3.612885066500304
130,d,"stop for pedestrians, once clear continue straight",130,1.8954707254841408,3.6887460154692633,5.211160145437208,3.5984589621302043
130,d,Wait for the pedestrians to pass before going straight,130,2.0329705852077824,3.8352774023309344,5.497279407196052,3.7885091315782566
131,d,Make a left turn once the vehicle from the left passes by.,131,1.9703609174292207,3.59616807541165,4.794434508422095,3.4536545004209884
131,d,"stop for on coming traffic, once clear turn left. ",131,2.137195650889937,3.791953856647962,5.152635853965855,3.693928453834585
131,d,Wait for the white car to pass before turning left and merging onto the lane ,131,1.89470491646332,3.6271407081418894,4.845288754813072,3.455711459806094
131,d,turn left when no vehicle is approaching ,131,1.845659916181421,3.4184572820496384,4.522065865956355,3.262061021395805
131,d,"wait for the car to pass, then turn left",131,2.1255303395937526,3.7009012373064594,5.014492028883269,3.613641201927827
132,s,"stop at the intersection, turn left",132,1.9571516305596053,2.3079575947529234,3.5498452638022733,2.604984829704934
132,s,turn left after the speedbump,132,2.383921128744602,2.696743533148113,4.176009940941078,3.085558200944598
132,s,Slow down before take a left turn,132,1.7721528889680485,2.1259067964905043,3.196879936445048,2.364979873967867
132,,turn left,2,1.8057551074283016,4.234020381573412,5.393727931801111,3.811167806934275
132,ds,Take the left turn that is right after the speed bump and stay on the left side to allow the oncoming car to pass.,132,2.306626340391689,2.7646708551776995,4.213043746273878,3.0947803139477554
133,s,Slide back into the right lane to avoid colliding with the car in front,133,0.8495627065489033,3.205744811060672,3.670972730960124,2.575426749523233
133,s,go around vehicle,133,1.4805423007277725,3.886804227422892,4.812259711138911,3.393202079763192
133,s,"Go to the right side of the road to avoid hitting the bus on the left side of the road, and then switch back to the left once passed.",133,0.6315153388193571,3.0299835528057413,3.369657770362651,2.3437188873292496
133,s,drive around the parked bus,133,0.5516758839567775,2.894102875328705,3.1561228975041216,2.2006338855965346
133,s,Take a slight right to avoid the bus and then move back to the left lane.,133,0.9497258168450248,3.3408592629185785,3.8776413715378495,2.722742150433818
133,s,"slide into the right lane to avoid colliding with the bus,",133,0.4202598507403939,2.7996686517125435,2.9671693935208605,2.062365965324599
134,,turn left here,134,1.931156019616845,3.582381945068356,5.252401409600409,3.588646458095204
134,s,Stop at the intersection stopsign. Then turn left,134,2.090278342065613,3.58859927956414,5.138508051109438,3.6057952242463975
134,d,"stop for incoming traffic, once clear turn left. ",134,2.227456754044259,3.758587643272072,5.575623106543658,3.85388916795333
134,s,"stop at the intersection, then turn right",134,1.821978180745084,3.4634875142124586,5.040086535437476,3.441850743465006
134,sd,Wait for the white car to pass before turning left and merging onto the leftmost lane,134,2.087773676043604,3.706870084625417,5.429054703981637,3.74123282155022
135,,go straight,44,2.8623020140996327,4.850816414687017,6.467439442197707,4.726852623661452
138,s,"stop at the crosswalk, then continue",138,2.500744059667245,3.156305784931091,4.240299326650163,3.2991163904161662
139,,conintue on the road,139,1.528442022206015,2.211577157002524,2.000067854055767,1.913362344421436
139,s,drive around pedestrians on the side of the road and merge into the left only lane at the intersection,139,1.6415919241330983,2.627604555118565,2.6033293432351727,2.2908419408289453
149,,turn left,2,1.8057551074283016,4.234020381573412,5.393727931801111,3.811167806934275
149,,turn left continue straight ,149,1.7678622762177103,5.423317314193502,6.29839925898184,4.4965262831310175
149,s,Take a left turn and then continue down the road,149,2.367238475734121,6.219347247722904,7.699434654758425,5.428673459405149
149,,turn right and continue on the road,149,1.943707994116456,5.689333694635285,6.771379368503951,4.801473685751897
149,,Turn left and continue.,149,1.879468308302352,5.628991201334751,6.689334121906327,4.732597877181143
150,,go straight,44,2.8623020140996327,4.850816414687017,6.467439442197707,4.726852623661452
151,s,turn right at the intersection and stay in the right lane,151,2.004814733026957,4.237914631074434,5.672730144302549,3.9718198361346464
151,s,"Before reaching the vehicle in front, switch to the right lane.",151,1.4359518410166567,3.667316838892242,4.761636569656341,3.28830174985508
151,d,follow the gray car ahead and turn right,151,1.895320884175366,4.239127587961689,5.63423893943104,3.922895803856032
151,,turn right,56,2.251230024150528,3.992143915668599,5.343438918285308,3.862270952701478
151,s,Make a right turn and enter the first lane,151,1.663286657971008,3.8016157593566353,4.9682561902266125,3.4777195358514184
151,s,Take right turn and continue down the road,151,1.5836301606782028,3.793468209812141,4.953044777564669,3.4433810493516703
152,,switch to the right lane,152,0.5811404623491635,4.058759098625638,3.8304586746333658,2.8234527452027223
152,s,continue straight change lanes to avoid parked buses ,152,0.5469147065280333,4.06077051800661,3.835580312041744,2.8144218455254624
152,s,slide into the right lane in order to avoid hitting parked busses,152,0.5597407652842575,4.104873477150508,3.9036812717992544,2.8560985047446734
152,s,Move to the right lane to avoid the bus,152,0.5570094346675238,4.118799735258831,3.9264040504073856,2.8674044067779136
154,,Finish the left turn,154,1.5632371305892836,3.368883633185264,4.1763972643612775,3.036172676045275
154,sd,Take a left turn and merge onto the street. Shift slightly to the right to avoid the yellow car,154,1.2448368522037714,3.01763405190382,3.721053230617532,2.661174711575041
154,d,"complete the turn then slow down for the parkinmg car, continue slowly. Slide slightly to the left to avoid hitting the approaching car",154,1.3776595579033295,3.202948573002323,3.955811763426473,2.8454732981107083
154,d,follow the road move away from approaching vehicle in the same lane ,154,1.3778262662828242,3.143152608489317,3.900189249165893,2.8070560413126784
154,,Squeeze to the leftmost side of the road to allow the vehicle in front to squeeze through the middle.,154,1.4147849699420736,3.327431174619729,4.197706016711023,2.9799740537576085
154,d,"turn left, slow down for incoming traffic",154,1.4897801679942022,3.3422791863405497,4.242783956006655,3.0249477701138026
155,ds,"Make a left turn, but stop at the cross walk when the individual crosses, then proceed after.",155,2.0789696260520785,3.7576818066134368,4.868284057671592,3.568311830112369
155,,"turn left here, continue and turn into the left turn lane",155,2.1777889145472344,3.8211399412840112,5.002736841039764,3.667221898957002
155,sd,Take a left turn and then take another left turn on the next left.,155,2.414810165674016,4.413861005737465,5.770433722627165,4.199701631346215
155,d,"turn left, turn left and come to a stop for incoming pedestrians",155,2.1889864930431138,4.116949422612245,5.2689798995561805,3.85830527173718
155,s,"after turing into the left lane continue along the road, then turn left in the turning lane, but first stop at the crossing and let the pedestrian cross",155,2.1637367601314903,3.899875544242146,5.098361672850171,3.720657992407936
157,d,turn right when no vehicle is approaching ,157,1.2512086491723988,2.1108792727092207,3.175151414602494,2.179079778828038
157,d,"wait until traffic is clear, turn right",157,1.1957123755940064,2.062101249714808,3.119573842458841,2.1257958225892186
157,d,"After the motorcycle drives by from the left side, make a right turn.",157,4.907520745561201,5.614563511769032,9.092852759442929,6.538312338924388
157,s,"wait at the intersection, then turn right and continue in the left lane.",157,1.268430065803816,2.1258872411913536,3.2014825079240183,2.198599938306396
157,s,Wait for the motorcycle to pass before taking a right turn,157,1.1800523415449753,2.041481535120141,3.0717207496553454,2.0977515421068205
158,d,Wait for the worker to remove the cone before continuing straight and then follow the truck in front,158,1.28064003144909,2.209425396223486,3.026072433914768,2.172045953862448
158,d,"wait for pedestrians, once clear continue straight",158,1.3373011791820542,2.289437216030948,3.1405873618907547,2.255775252367919
158,d,"Once the path is clear, go straight.",158,1.2704439240318484,2.198851848959664,3.0149872739608723,2.1614276823174614
158,d,Follow the vehicle ahead,158,1.518775991429211,2.2096938923171323,2.904791753895908,2.211087212547417
158,sd,wait until worker moves away obstructing cone and follow the bus ahead,158,1.3771571081846803,2.332950582838116,3.2059945149079025,2.3053674019769
158,d,"wait for the construction worker to remove the traffic cone and then waive the flag, once given the signal to move, proceed slowly.",158,1.2303813760755329,2.160978635206426,2.9614842726902326,2.117614761324064
159,d,"wait for pedestrians, once clear continue straight. ",159,1.3968079022191722,2.8589322196903875,4.0547473623326,2.770162494747386
159,d,Wait for the workers to pass before continue down the street and then merging onto the lane,159,1.364767677131309,2.822048081163686,3.98514507871045,2.7239869456684818
159,d,"Once all individuals cross the crosswalk, proceed forward.",159,320.8747363376496,356.5741392904607,650.77680386341,442.7418931638401
159,d,"wait for the pedestrians to cross, then slowly merge into left lanne of the main street",159,1.364767677131309,2.8213221446181667,3.9779368847186087,2.7213422354893613
159,d,wait for all pedestrians to cross the road then continue ,159,1.3647643739681887,2.821313560701395,3.978395712599916,2.7214912157565
160,d,"wait for incoming traffic, once clear continue straight",160,0.2438575450549552,0.243604857844588,0.3930291441411971,0.2934971823469134
160,d,"In order to merge into  the road, beign entering the street and then check on coming traffic once it is clear, merge into the street.",160,0.3338728383562882,0.3265865480902898,0.5100678087922995,0.3901757317462925
160,d,Wait for the blue car to pass before moving to the right lane,160,1.7117272480437074,2.0505191368640565,4.068281456584823,2.6101759471641954
160,sd,drive around parked traffic in the left lane however only change lanes when there are no vehicles approaching from the other side of the road,160,0.2643599361879501,0.2578161848958842,0.4026547299681436,0.3082769503506593
160,ds,"Once all vehicles on the right lane pass by, cross the double-lined road to the right side.",160,37.721337442797775,47.66442409241685,124.521829340317,69.96919695851054
161,d,"wait for the Jeep to pass, then slowly move forward",161,,,,
161,d,wait until there is no incoming vehicle from the left side,161,0.4557143720829676,0.7613976746575802,1.0434787516049169,0.753530266115155
161,d,Wait for the black car to pass before going down the road,161,0.472389512529078,0.7898239497364721,1.061341325361311,0.7745182625422871
161,d,"Once the dark-colored vehicle has passed you, proceed forward.",161,0.4810159083038671,0.770484252929136,1.0577587315759305,0.7697529642696445
162,d,"turn left, wait for incoming traffic once clear turn right. ",162,0.803545345460287,1.329715461202061,2.042033851855503,1.391764886172617
162,s,Turn left and then turn right,162,0.7434348426784131,1.2847450600342083,1.981550451750084,1.3365767848209018
162,d,"turn right, then turn right agai to merge into the street.",162,0.8576412301866704,1.2791846946491183,1.9732334924197843,1.3700198057518576
162,d,Make a right turn if no cars are coming from the left side.,162,0.9951245497594172,1.445238262729459,2.225600708013185,1.555321173500687
162,sd,exit the parking lot and turn right ,162,0.9979371679127128,1.545013778721157,2.9545669813956668,1.8325059760098448
162,s,Make a left turn and stop right before the intersection.,162,0.9592746343456406,1.508528106855105,2.296793558760956,1.5881987666539006
163,,turn right at the intersection continue straight ,163,1.5308693895934131,3.882679697523338,4.506574424780976,3.3067078372992427
163,,go straight,44,2.8623020140996327,4.850816414687017,6.467439442197707,4.726852623661452
164,s,Take right turn and then go straight,164,2.0165159132110326,4.885027440586288,6.5795348259553,4.493692726584207
164,,turn right. ,164,1.445678958329127,4.326788148318815,5.69467597337318,3.822381026673707
164,s,turn right and continue on the road,149,1.943707994116456,5.689333694635285,6.771379368503951,4.801473685751897
164,s,Make the first right turn.,164,1.4995287078656143,4.400753051216827,5.824737495131149,3.90833975140453
165,s,slow down in the construction zone then continue moving straight along the road,165,2.6633497509323005,3.493388485049413,4.866956262690089,3.6745648328906007
166,s,keep going straight and begin slowing down as we approach the stop sign.,166,1.7763144228533014,3.6754554862371136,3.831317388113046,3.094362432401154
167,,continue following the road ,167,1.4862607168045636,4.425639497164115,4.589529469272412,3.5004765610803634
168,,continue going along the road.,168,1.2086677713132028,3.484933846274172,3.399135104913929,2.6975789075004344
170,s,Stop right next to the truck.,170,0.8859235653619081,2.4678405716311884,3.236992980493485,2.1969190391621938
170,,Make a left turn,54,0.7360574985338388,4.608907555799985,5.189029539038546,3.511331531124123
170,s,turn left and stop by the yellow semi truck,170,0.8301600916720293,2.3603474110727647,3.0005677312980987,2.0636917446809644
170,s,Take left turn and then merge onto the lane and stop right before the yellow truck,170,0.8391969964487529,2.3630672818460523,3.018275105713721,2.0735131280028423
170,s,"turn left at the intersection, then stop near the parked Semi-truck",170,1.0634506901240712,2.605683365669768,3.4434621303522777,2.370865395382039
170,s,turn left and avoid vehicile,170,0.9734555478757284,2.543122527754004,3.359799287864436,2.292125787831389
171,s,Go left when the left lane opens up.,171,1.7513803574802935,4.023255972084433,4.71681196168082,3.4971494304151824
171,,continue straight ,107,1.2678885324943978,4.457305921514189,4.762884047116926,3.496026167041838
171,s,"continue on road, avoid hitting parked vehicles",171,1.6160603593926783,3.743321291915765,4.192851945560991,3.184077865623145
171,s,Continue down the road and move a little bit to the left to avoid the parked trucks,171,2.067879679857492,4.297913328766688,5.209176798870344,3.8583232691648406
172,s,Stop right before the bus and then turn at the incoming left,172,3.984673116181198,4.78450226686048,6.96173506898464,5.243636817342106
172,s,"go around vehicle , turn left",172,3.828633155164911,4.632041786159757,6.7795028410448905,5.080059260789853
172,s,"slow down ans stop for the stopped bus, once its safe to go, continue going straight and then make a left turn.",172,3.5322241221561064,4.6506639517935575,6.827647843574958,5.003511972508208
172,s,drive around the blue parked bus and turn left at the end of the road ,172,,,,
172,s,"Stop right before the blue bus, then after a brief moment continue driving.",172,4.094736994076383,5.158884664968129,7.355390548102585,5.536337402382365
172,s,Take a left,172,4.331746392816938,5.144370504073256,7.582478098046968,5.68619833164572
173,s,turn left at the stop sign,173,1.4531391428187828,3.320014506641185,4.079889799504678,2.951014482988215
173,ds,Stop briefly right before the intersection and turn left when there are no cars coming from either side.,173,1.9072309004292287,3.856891831558314,4.951654678242598,3.5719258034100467
173,s,Turn left at the dead end,173,1.235436568679247,3.007224024037096,3.6280094019959903,2.623556664904111
173,s,keep going straight and slow down as you enter the intersection.,173,1.548455118942304,3.136014133900343,3.992490016451577,2.8923197564314083
174,,turn left,2,1.8057551074283016,4.234020381573412,5.393727931801111,3.811167806934275
174,s,Turn left and then continue going straight,174,1.6628500672721582,5.153717017763051,6.125889952151455,4.314152345728888
174,s,turn left and then continue going straight.,174,2.1462706829650555,5.649145878542543,6.989658389564322,4.9283583170239735
175,s,stop at the intersectio and start moving when it is safe.,175,1.8606105796021115,2.167775622833286,3.1630867848285016,2.3971576624213
175,ds,Stop at the stopsign. Take a right when the second vehicle from the left passes.,175,2.267198598389281,2.048996275327492,3.3893689068144326,2.5685212601770684
175,s,Go towards the dead end and then stop,175,2.239000415238443,2.2942988984418275,3.66240336086464,2.7319008915149703
176,ds,"stop at the intersection near the stop sight, let the black truck pass,then turn right.",176,,,,
176,s,turn right at the stop sign when there are also no incoming vehicles,176,2.078796522871416,2.0029331229871663,3.192489090449859,2.4247395787694805
176,ds,Stop at the stopsign. Take a right when the vehicle from the left passes.,176,1.946768946385636,1.879660404537987,3.1105294101605194,2.3123195870280475
176,s,Stop at the stop sign and then turn right,176,1.9189885957079469,2.048828418174561,2.9923652653869475,2.320060759756485
177,ds,"Slowly approach the gate until it opens, then proceed forward.",177,1.8136324045658243,1.920541330867478,3.130696767964173,2.288290167799159
177,s,Stop before you reach the toll gate.,177,1.277864093657488,1.4587877940326492,2.3006439221910684,1.6790986032937354
177,d,Stop at the gate and then continue once the gate opens,177,1.5963582574899378,1.7130034280404305,2.843016411430076,2.0507926989868146
177,d,"stop at the gate, move slowly when the arm rises up.",177,1.6370387342330464,1.7695954469900363,2.742075148040067,2.04956977642105
178,,follow the road to the right at the fork in the road,178,1.1170895228204103,3.0956811830726765,3.654109874951484,2.6222935269481904
178,s,Keep going straight and then take right down hill,178,1.3387179146932808,3.109243635894797,3.7642675340816623,2.7374096948899136
178,,"continue driving on the road, stay on the right side.",178,1.1002228683183324,2.982771067775498,3.3656590343382304,2.4828843234773537
178,s,Make the second right turn and stay on the left lane.,178,1.01609221863583,3.325222725794571,3.826607393551935,2.7226407793274454
178,,turn right,56,2.251230024150528,3.992143915668599,5.343438918285308,3.862270952701478
179,ds,"Drive slowly forward until the individual in front passes by, then go straight.",179,1.2966842106343748,2.3946693012210547,3.362230928816916,2.3511948135574485
179,d,"when the pedestrian passes, continue moving ahead.",179,1.2725870715760603,2.4045428199439343,3.3916523786405266,2.356260756720174
179,sd,Merge onto the the street after the pedestrian passes,179,1.323058897923928,2.41826770632468,3.3943510141117974,2.378559206120135
179,d,slowly move around walking pedestrian,179,1.3480881216338665,2.445434222774052,3.434694352177618,2.409405565528512
180,s,turn right and then follow the arros on the street.,180,1.1178309429667808,2.9888553519027106,3.913846587193393,2.673510960687628
180,,turn right,56,2.251230024150528,3.992143915668599,5.343438918285308,3.862270952701478
180,,Make a right turn in the parking lot and then follow the path.,180,1.5464494803942848,3.4953079654044523,4.676578572080582,3.239445339293107
181,s,Wait for the gate to open and then continue straight,181,1.3515879550349978,3.287773374704467,4.300989113582663,2.9801168144407093
181,s,"wait for the gate to open, then proceed slowly",127,1.4323080413349627,3.975603487952994,4.819797961220663,3.4092364968362063
181,d,"Slowly proceed forward until the toll gate opens, then proceed with normal speed.",181,1.3794826733822574,3.326668361267916,4.374288073327002,3.0268130359923915
182,,go straight,44,2.8623020140996327,4.850816414687017,6.467439442197707,4.726852623661452
183,,go straight,44,2.8623020140996327,4.850816414687017,6.467439442197707,4.726852623661452
184,,continue along the road,184,3.0434033719942137,4.030788831492157,5.667856382854426,4.247349528780266
184,,continue driving up the hill,184,2.582184162114007,4.094981104041785,5.638690219183373,4.1052851617797215
185,d,take a right here and wait for the pedestrian to cross the road before continuing straight ,185,0.8747735344137562,0.9140409135133564,1.5323748496024476,1.1070630991765202
185,d,"turn right and wait for the pedestrian to cross, once he crosses start moving forward",185,0.8802568617537292,0.921051497428462,1.4843180483015777,1.0952088024945896
185,d,Turn right and wait for the pedestrians to pass before continuing straight,185,0.8370806074819288,0.9222559912113286,1.452306482901502,1.07054769386492
185,ds,Make a right turn and stop before the crosswalk to let the pedestrian cross the road. Then proceed once the individual has passed.,185,0.7594347999271458,0.888539426686707,1.368785517350478,1.0055865813214435
185,d,turn right and wait for pedestrian to pass by,185,,,,
187,s,stop at the intersection ,5,1.1106112846947274,2.2598326709361065,2.649545077727301,2.0066630111193784
187,ds,"Slightly move to the right side of the lane to avoid hitting the person, and stop right before the stopsign.",187,1.156329039849927,1.870588188361352,2.3562670862705097,1.7943947714939297
187,d,slow down for pedestrian,187,0.562372860569113,0.9153948166971436,0.8834816866678268,0.7870831213113613
188,d,ignore pedestrians on the side of the road,188,1.0455074896150762,3.4646466525841766,4.318573268761307,2.9429091369868536
188,s,continue following the road ,167,1.4862607168045636,4.425639497164115,4.589529469272412,3.5004765610803634
190,s,Go straight and then stop behind the grey car,190,1.5607383660314955,1.514184960687414,2.200654754451804,1.7585260270569043
190,s,stop behind the stopped car,190,1.955185459102791,1.868296990453664,2.837289993830935,2.22025748112913
190,ds,Stop right behind the vehicle in front of you.,190,1.5559110721794522,1.7379227851046988,2.498141922316744,1.9306585932002984
191,,turn right continue straight ,102,1.8502515359231688,5.657206606359161,7.195434002505007,4.900964048262446
191,s,Turn right and then continue going down the road,191,1.6699184016164854,3.765893644146385,5.353753170401378,3.596521738721416
191,s,Turn right when you reach the yellow marking on the road.,191,1.379854811353062,3.413355568101786,4.857793624259198,3.2170013345713486
191,s,turn right at the T junction,191,1.7462534926456648,4.032415827647676,5.780532229284859,3.853067183192733
192,d,Make a left turn when all vehicles from the right pass.,192,0.1856995027463734,0.3584863486493604,0.6079378622145526,0.3840412378700955
192,d,wait till the road is clear of moving cars and turn left,192,0.1972529215896456,0.3675940054212224,0.615708282099974,0.3935184030369473
192,sd,Wait for the cars to pass and then turn left and merge onto the road,192,0.2035976729399976,0.3791444778658279,0.6502811094670592,0.4110077534242949
192,d,turn left when there are no vehicles approaching,192,0.1830284000721072,0.3565487846680135,0.6025989013922897,0.3807253620441368
192,d,turn left when it is safe to do so.,192,1.4084034732671808,1.5201999596357345,2.554255488169012,1.8276196403573088
193,s,stop at the intersection,5,1.1106112846947274,2.2598326709361065,2.649545077727301,2.0066630111193784
193,ds,Stop before the intersection if the stoplight is red.,193,1.0250344714337087,1.9330094838389449,2.423342993723728,1.7937956496654606
194,s,"follow the road, then stop at the intersection",194,1.6991479553596445,3.1281804462841807,4.2010466273162095,3.009458342986678
194,d,follow the silver car ahead ,194,1.610544272695624,3.002362998744199,3.973849674249576,2.8622523152297994
194,d,Follow the vehicle in front of you and take the same turn.,194,1.2932904098062368,2.730685745566453,3.521362516030391,2.515112890467694
194,d,Stop behind the gray car at the stoplight,194,1.698839071339822,3.288943213144717,4.388801476566374,3.1255279203503044
195,d,Pick up to normal speed once passing by the bus and the vehicle that are on the right lane.,195,2.572403096782439,5.613862850352447,7.484245633793721,5.223503860309536
195,,continue straight on the road,195,1.8178308996848351,4.772239157302185,6.043604017967174,4.211224691651398
196,,go straight,44,2.8623020140996327,4.850816414687017,6.467439442197707,4.726852623661452
199,,go straight,44,2.8623020140996327,4.850816414687017,6.467439442197707,4.726852623661452
200,s,swerve around the container,200,2.0546355894786137,2.819942317801816,3.731298105499096,2.868625337593175
200,s,go around road obstruction,200,1.707222727756533,2.192837618287353,2.7913736002489946,2.230477982097627
200,s,Move slightly to the left of the gray container and then continue driving,200,1.911876708758676,2.386875781961777,3.13182994493618,2.476860811885544
200,s,continue straight turn slightly right into the right lane drive around the parked truck,200,1.810596338335844,2.5108916588158627,3.1738322115976016,2.498440069583103
200,s,"Right before approaching the parked vehicle in front of you, switch to the left lane to avoid hitting it.",200,1.916801228726327,2.440930489131941,3.1666027132538974,2.508111477037388
202,s,Stop at the stopsign. After a full stop proceed through the intersection.,202,1.5832654803666186,2.1547802445436868,3.073689968801268,2.2705785645705245
202,s,"turn right, stop at the stop sign, then continue driving",202,0.9814606871960708,1.7094243900066264,2.127862996256295,1.6062493578196644
202,s,stay on the right lane when ap[racing the stop sign,202,1.2066831990949003,1.898994857143506,2.481472063628466,1.8623833732889576
203,d,turn right wait for incoming pedestrian,203,365.2022476967798,317.4346026314214,491.7968411695721,391.4778971659245
203,sd,Drive to the left and wait for the pedestrian to pass before continuing to drive,203,2.1585525435763664,2.554940052973124,4.229574095631681,2.981022230727057
203,ds,"stop at the zebra crossing wait for the pedestrian to cross, then continue driving",203,,,,
203,d,"turn right here, wait for pedestrian to cross the road and continue straight",203,1.619141572901818,2.003217046451396,3.3093264014182595,2.3105616735904912
203,d,Stop right before the crosswalk to let the individual pass through. Then proceed forward as normal.,203,1.8710386276621225,2.2800723036670165,3.737300433407365,2.6294704549121684
204,,go straight,44,2.8623020140996327,4.850816414687017,6.467439442197707,4.726852623661452
206,s,"slow down at the intersection, do a slight left turn.",206,2.5440658033515486,2.3152051325017884,3.561848966286498,2.8070399673799447
206,s,Slow down before turning to the left,206,2.779582561473029,2.325711596754306,3.719791621343701,2.941695259857012
207,s,Stop right before the crosswalk.,207,2.08698135167404,2.531467584315,3.415633956959598,2.678027630982879
207,d,Slow down before approaching the vehicle in front of you and proceed as normal once the vehical makes its turn.,207,1.912000306493897,2.083498135542337,2.915902195791176,2.303800212609137
207,d,follow the white truck ahead ,207,2.034784647569315,2.0524876077038816,2.94810680450314,2.3451263532587787
207,d,"slow down when approaching the turning truck, once it turns come to gradual stop",207,2.185636855542492,2.152809177970879,3.209340361638964,2.5159287983841114
208,d,"wait for all the cars on the left side to pass, then continue driving.",208,374.778953426745,289.9966804403974,322.7402970161338,329.17197696109207
208,d,Wait for the cars to merge onto the street before going straight,208,534.1198217748469,455.6294731125302,596.2712792630784,528.6735247168185
208,ds,Cross the crosswalk once all cars have merged onto the road,208,214.67171325008744,185.3094409799406,248.6077272198997,216.19629381664257
208,d,wait  until there are no approaching cars and pedestrians,208,2.7692543631326303,2.832128241863473,4.821821583646544,3.4744013962142155
209,,follow the road,36,0.955212723858802,4.137661264750944,3.5056804972533087,2.866184828621018
209,s,stay in the right lane of the road,209,1.20486661918591,5.363150057367371,5.732833804309594,4.100283493620959
210,s,Slow down and move little to the left to avoid the other trucks and then turn left,210,2.117564506950232,2.895438320210627,3.959245102185909,2.990749309782256
